ETF,Underlying,sleeve,price_pnl_usd,borrow_cost_usd,short_credit_usd,margin_cost_usd,txn_cost_usd,end_etf_usd,end_underlying_usd,last_target_etf_usd,last_target_underlying_usd,Delta,pnl_usd,end_weight,long_usd,short_usd,hedge_ratio,n_rebals,rebalance_dates
IONL,IONQ,core_leveraged,-749.0093107994078,215.62113802743886,23.1130070463935,19.983114404160315,109.09279783556315,-2397.036578405331,5542.506596595957,-2945.8586162725055,6109.8721601577345,1.991468,-1070.5933540201768,0.006279899573251691,6109.8721601577345,-2945.8586162725055,2.074054785388432,12,2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-05;2026-06-12;2026-06-26;2026-07-10
UECG,UEC,core_leveraged,-32.46310817249392,127.32211004662975,48.033387985557326,38.511048546168276,901.4912396432511,-5329.362040823493,11128.131816841113,-5812.518363952224,11636.467587981451,1.999387,-1051.7541184229858,0.013017299153804718,11636.467587981451,-5812.518363952224,2.0019665933699056,10,2026-03-02;2026-03-06;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-06-12;2026-07-10
CVNX,CVNA,core_leveraged,-974.4395879269309,24.85508144660197,4.282890685669923,3.94020878196332,20.766989787277268,-637.0012165808628,1320.7303931656377,-621.3023045094799,1298.4805413358988,1.996032,-1019.7189772571035,0.0015484968882465207,1298.4805413358988,-621.3023045094799,2.089933566818255,5,2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-05-22
SBTU,SBET,core_leveraged,-642.4928966193884,135.0479676166775,38.8677585869891,35.67650140025312,188.95060949481103,-3025.386027678615,5942.941914026279,-3136.8477030905983,6041.625617265092,2.006211,-963.3002165441409,0.0070936321615109365,6041.625617265092,-3136.8477030905983,1.926018152335717,9,2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-06-05;2026-06-26;2026-07-10
DNNG,DNN,core_leveraged,-209.89568107045773,122.21659592476965,22.32361087882991,16.447619410383442,601.0161154123394,-1111.5744240081349,2129.637465243775,-1260.6485544731988,2270.207629804675,1.998922,-927.2524009391203,0.002563684674481045,2270.207629804675,-1260.6485544731988,1.80082515602721,10,2026-03-02;2026-03-06;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-29;2026-06-26;2026-07-10
RDYY,RDDT,yieldboost,-815.6392042761804,2.9222679831829748,9.663355228585969,3.905730731829824,111.78263900163398,0.0,0.0,-3909.1219075085955,3252.0716821868136,0.820435,-924.5864867642413,0.0,3252.0716821868136,-3909.1219075085955,0.8319187170756359,3,2026-04-24;2026-05-01;2026-05-08
TXXS,TSUI,core_leveraged,-644.1804128396961,159.70484742341503,26.14012596727605,27.693426087491495,90.57701980936801,-2236.8617569630433,4358.678972728236,-2346.807491824984,4458.496026419449,2.007097,-896.0155801926946,0.005216840881244493,4458.496026419449,-2346.807491824984,1.8998132748214127,6,2026-05-08;2026-05-15;2026-06-05;2026-06-12;2026-06-26;2026-07-10
SMCL,SMCI,core_leveraged,-234.09323354932434,180.64095742398192,43.38767638237208,34.466010077603535,398.6876056095173,-3486.1642321942263,6996.497577090338,-3652.3272778046758,7160.9126451035145,1.998727,-804.5001302780549,0.008291417021314612,7160.9126451035145,-3652.3272778046758,1.960643748609452,15,2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-12;2026-06-26;2026-07-10
RKLZ,RKLB,inverse_decay_bucket4,-465.3187206114801,294.9079655738166,10.772979064955141,0.0,17.970662877362955,-4322.233910599444,-3214.7299376960286,-3491.4393743290693,-3985.209267888479,-2.000298,-767.4243699977046,0.005961473476654592,-3985.209267888479,-3491.4393743290693,1.141423018022272,4,2026-05-18;2026-05-26;2026-06-08;2026-06-23
MULL,MU,core_leveraged,-465.7635693445002,107.87250917438556,26.455602175142356,19.43154819718169,52.80711973650363,-1285.0445204261075,2970.974079273891,-1926.473926507237,3589.7607091085683,1.992134,-619.4191442774287,0.0033663611115765423,3589.7607091085683,-1926.473926507237,1.8633840093631204,8,2026-03-06;2026-03-27;2026-04-10;2026-04-17;2026-05-08;2026-05-15;2026-06-05;2026-06-26
COZX,CORZ,core_leveraged,179.22405441541645,98.30801385203229,52.73917307983247,42.15437768828675,670.924931503504,-1897.4923753884882,4216.7274465041,-2047.4427453195526,4361.555735199143,2.007256,-579.4240955485741,0.004836132961801554,4361.555735199143,-2047.4427453195526,2.130245519768328,13,2026-03-02;2026-03-06;2026-03-13;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-22;2026-06-12;2026-06-26;2026-07-10
FGRU,FIGR,core_leveraged,1234.556099376052,623.2809388835965,74.86298365716344,56.09891548310836,1196.893952997789,-1283.4124519550169,2770.2427658493375,-1484.653684890805,2962.129069215164,1.995165,-566.8547243312784,0.0032062987896523316,2962.129069215164,-1484.653684890805,1.9951650000000007,10,2026-03-02;2026-03-06;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-06-05;2026-07-10
MSTU,MSTR,core_leveraged,-328.0802207068333,111.92190191606042,14.206608415934848,5.340515459446506,107.04852795851856,-920.2216154451991,1638.046405817923,-969.3345824115917,1683.2216440305804,1.992427,-538.184557624924,0.0020235000806568602,1683.2216440305804,-969.3345824115917,1.736471260359783,9,2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-05-29;2026-06-05;2026-06-26;2026-07-10
QPUX,IONQ,core_leveraged,-327.4458123540254,134.3843322428376,11.56347425526046,11.47464403056588,53.0736261223739,-1793.2852212656553,3998.9970111088364,-2114.965120287108,4408.359301138968,1.969737,-514.8149404945423,0.004581491644730054,4408.359301138968,-2114.965120287108,2.0843650133296427,8,2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-12;2026-07-10
URAA,URA,core_leveraged,-141.11012178024345,20.52693347708636,26.910871089972254,19.907893703168003,326.88599443807055,-750.8864579066861,1947.1519873174332,-944.0296624382892,2176.6787008090996,1.951983,-481.5200723085961,0.0021340535730227143,2176.6787008090996,-944.0296624382892,2.3057312576249567,9,2026-03-02;2026-03-06;2026-03-20;2026-03-27;2026-04-10;2026-04-24;2026-05-08;2026-05-15;2026-06-12
MVLL,MRVL,core_leveraged,-343.6634697016286,69.11863795951426,14.859134662220644,10.936619472359572,70.7627028182102,-1073.0447334009114,2558.8548099019667,-1266.610664179193,2773.8865897203636,1.993845,-479.622295289492,0.0028727048760052946,2773.8865897203636,-1266.610664179193,2.190007291244415,13,2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-06-05;2026-06-12;2026-06-26;2026-07-10
PLUL,PLUG,core_leveraged,215.42001903531096,270.0927006541203,42.903515996816104,36.46525547403859,429.01057370325526,-2980.1926879313,7000.697118115588,-3144.61714875167,7194.2645889615815,1.991585,-477.24499479928704,0.007894533004243766,7194.2645889615815,-3144.61714875167,2.287803013418506,10,2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-05-22;2026-06-12;2026-07-10
INTW,INTC,core_leveraged,-310.1858613834202,61.31204055438789,34.31267757814072,27.935904805281947,96.02515709760746,-2397.6449938087594,5333.7862599465125,-2729.253359867082,5681.3716801324945,1.990892,-461.1462862625568,0.006115290358764835,5681.3716801324945,-2729.253359867082,2.0816578496065987,13,2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-06-12;2026-06-26;2026-07-10
RKTL,RKT,core_leveraged,528.4841704580554,92.11322895902806,54.48772658543907,40.15590179146706,890.7005689276655,-2395.2738658009666,4741.256864977086,-2572.8501103062263,4904.866187147722,2.003946,-439.99780263466613,0.005644744956085386,4904.866187147722,-2572.8501103062263,1.9063940676139637,11,2026-03-02;2026-03-06;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-06-12;2026-06-26;2026-07-10
SNAG,SNAP,core_leveraged,-328.4776911798988,23.66874105847756,19.904509939509254,16.65952779473858,71.04559897529533,-1296.9816531700028,2148.866722402244,-1313.5111604637757,2158.0893178676774,2.002846,-419.94704906890104,0.002725544942104641,2158.0893178676774,-1313.5111604637757,1.642992753183534,6,2026-03-20;2026-03-27;2026-04-17;2026-05-08;2026-05-15;2026-07-10
AMUU,AMD,core_leveraged,-184.8327104667646,44.79211339295531,32.194634820275134,23.44672237130258,187.26513912666357,-1176.9464001600652,2206.193247201119,-1283.4897840726285,2303.2114172418414,1.986678,-408.1420505374109,0.0026759445423270127,2303.2114172418414,-1283.4897840726285,1.7944914294008205,12,2026-03-02;2026-03-06;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-05-22;2026-06-26;2026-07-10
DRAY,DKNG,yieldboost,-362.8723341128555,14.160329909557287,4.29604999708275,1.5303706451972994,30.44511589427772,0.0,0.0,-3608.410425814234,2882.3044294693386,0.798774,-404.71210056480504,0.0,2882.3044294693386,-3608.410425814234,0.798774,2,2026-04-24;2026-05-08
LINT,INTC,core_leveraged,-300.68867695039035,67.85074627798558,8.035933303779945,5.471955306762105,31.298960642376873,-727.2259495701996,1785.3273143061276,-829.4669573829656,1901.6712610766585,1.993272,-397.27440587373496,0.0019873413144562355,1901.6712610766585,-829.4669573829656,2.2926425750298516,7,2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-07-10
BULG,BULL,core_leveraged,15.522953206472451,118.59602331607675,19.7460371371195,13.100620865310294,252.52494813110826,-749.1863206722893,975.0021487710077,-783.5781683132597,945.5377632076271,1.992264,-348.95260196890337,0.0013637724734031301,945.5377632076271,-783.5781683132597,1.2066923268714898,9,2026-03-02;2026-03-06;2026-03-13;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15
AMDG,AMD,core_leveraged,-209.9290933382693,40.80463640915516,26.96116382697848,21.308526624117935,71.30281927029323,-1283.3428327584395,2434.3645389581493,-1399.5299255209661,2541.4166265671442,1.993351,-316.38391181485713,0.0029405758521004435,2541.4166265671442,-1399.5299255209661,1.8159073130366383,9,2026-03-06;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-05-22;2026-07-10
IREG,IREN,core_leveraged,606.2516255631357,638.1747520848272,86.31099582061775,72.77921058367798,293.6568981315055,-13288.067527425668,28007.573378469882,-14800.410700519042,29559.55785600504,1.997212,-312.0482394162573,0.03266340039797649,29559.55785600504,-14800.410700519042,1.9972120000000004,13,2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-05;2026-06-26;2026-07-10
TXXD,TDOG,core_leveraged,-215.10535126656555,60.919312936477205,11.690246422510413,12.590205152136503,33.4283737167022,-1493.2648787177486,2871.725853932152,-1604.193108121561,2967.0124263418566,2.00637,-310.352996649371,0.003452554238325085,2967.0124263418566,-1604.193108121561,1.8495357019804783,4,2026-05-08;2026-05-15;2026-06-05;2026-07-10
DLLL,DELL,core_leveraged,-230.21751055432688,22.0299775142307,10.410464070175873,9.464184499618064,38.68077674807225,-933.468760120436,1650.6317715371197,-969.5804247740334,1681.0080033353772,1.98867,-289.981985246072,0.0020439326883556017,1681.0080033353772,-969.5804247740334,1.7337478773121335,9,2026-03-06;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-05-29;2026-06-05;2026-06-26;2026-07-10
AMDL,AMD,core_leveraged,-151.99578212737615,34.930723842896164,21.281961750126364,17.004486628277135,86.4659063241324,-1259.831192663686,2390.4182451078764,-1376.5608930013748,2495.5377780710646,1.993268,-269.11493717255547,0.0028872189975237637,2495.5377780710646,-1376.5608930013748,1.8128785953158502,12,2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-06-05;2026-06-26;2026-07-10
GDXU,GDX,core_leveraged,13.194870021941298,40.29600594091125,24.362672577836012,28.104868933243306,236.76461277018896,-1051.0349343893556,2374.9544978915046,-1151.9562338624514,2444.872612942453,2.433458,-267.60794504456624,0.002709837216011095,2444.872612942453,-1151.9562338624514,2.1223658860240877,12,2026-03-02;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-10;2026-05-01;2026-05-08;2026-06-05;2026-06-12;2026-06-26;2026-07-10
RGTZ,RGTI,inverse_decay_bucket4,-146.14179004999338,106.12548123656809,3.309287193248473,0.0,13.838446226021706,-3260.156253428126,-2486.4168968063186,-2246.9450611826906,-3353.4862990017596,-1.989953,-262.7964303193347,0.004545337367450119,-3353.4862990017596,-2246.9450611826906,1.4924647500000003,1,2026-06-24
ROBN,HOOD,core_leveraged,-7.071696431298015,152.29276968274394,34.76322128837639,26.905389182742198,99.67349403519955,-1026.2354172687951,2090.86868965062,-1066.6043732656335,2131.0264739835657,1.997954,-251.1801280436073,0.0024655197810951076,2131.0264739835657,-1066.6043732656335,1.9979540000000002,9,2026-03-06;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-07-10
MRVU,MRVL,core_leveraged,-197.46299089989085,17.352926425603464,3.9529687780031493,2.550548050205142,37.52996476796596,0.0,0.0,-667.1700840103729,1087.9566154790314,2.008669,-250.9434613656623,0.0,1087.9566154790314,-667.1700840103729,1.6307035365544302,4,2026-03-27;2026-04-10;2026-04-17;2026-04-24
ONDL,ONDS,core_leveraged,431.2919791954737,395.2717268754001,37.79383720025951,38.42383076416057,266.0658256208316,-5530.026212042222,11565.310505655318,-6073.812263528879,12063.815583038659,1.991792,-230.67556686465906,0.013521810435654612,12063.815583038659,-6073.812263528879,1.986201591293438,10,2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-05;2026-06-12;2026-06-26;2026-07-10
TSLT,TSLA,core_leveraged,-110.4150042975941,38.77596630508698,15.190272022858071,11.779208004388124,74.06333767715358,-407.35810389964587,696.3951086357653,-498.2777729398514,744.8724708569434,1.993221,-219.84324426136473,0.000873029993740816,744.8724708569434,-498.2777729398514,1.4948940356343352,9,2026-03-06;2026-03-13;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15
OSCG,OSCR,core_leveraged,-2.9962049135397564,166.48039324035727,12.170824525699777,8.855304093946994,51.19056265343054,0.0,0.0,-454.77224729001176,904.8939935792358,1.989774,-217.3516403755748,0.0,904.8939935792358,-454.77224729001176,1.989774,5,2026-03-06;2026-03-13;2026-04-24;2026-05-01;2026-06-26
IONX,IONQ,core_leveraged,46.54867565697785,174.49417456052183,20.943467867848206,21.196025019665637,88.6864221517713,-2877.0419323501114,6558.839021568344,-3535.8143369493932,7230.242714631802,1.989401,-216.8844782071327,0.0074634501594931695,7230.242714631802,-3535.8143369493932,2.044859267375974,9,2026-04-24;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-05;2026-06-12;2026-06-26;2026-07-10
GLXU,GLXY,core_leveraged,346.4440463856844,371.1565437784336,75.41487936270354,63.699674870028446,198.73726132409826,-7320.974614444556,15666.870070177449,-8340.924740183664,16693.435024831444,2.001389,-211.7345542241724,0.018182577113438327,16693.435024831444,-8340.924740183664,2.001389,12,2026-03-06;2026-03-13;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-06-05;2026-06-26;2026-07-10
PANG,PANW,core_leveraged,-181.2738084729322,16.772623547476556,4.863040794353243,3.084572244744499,13.71240445903858,-619.0592981849439,657.5555346947014,-357.8244071527838,465.7030499823654,2.000503,-209.98036792983856,0.001009757459276788,465.7030499823654,-357.8244071527838,1.3014848642885326,6,2026-03-06;2026-03-20;2026-04-24;2026-05-01;2026-05-08;2026-05-15
GGLL,GOOGL,core_leveraged,-186.45441276692523,10.578263573949949,4.873731647695989,2.7505438090688523,8.415011337219168,-213.47099280836244,275.53860304264197,-279.39413979825054,308.66438329725156,1.995785,-203.32449983946722,0.00038678940143180296,308.66438329725156,-279.39413979825054,1.1047632692659086,4,2026-03-06;2026-03-27;2026-05-01;2026-05-15
LNOK,NOK,core_leveraged,-175.09397419110996,4.871103550468008,2.3259000117971893,1.3949053492345043,21.45206588027917,-2.6351551206543578,5.697427077736424,-3.0148556837250586,6.0629591959302385,2.011028,-200.48614895929447,6.590779625271126e-06,6.0629591959302385,-3.0148556837250586,2.0110280000000005,4,2026-03-27;2026-04-10;2026-05-01;2026-07-10
RGTU,RGTI,core_leveraged,43.213559172759645,172.79810935067258,9.613511746296421,10.274015581968694,66.00276658873582,0.0,0.0,-3331.587522017427,6857.176813341764,1.994337,-196.24782060232104,0.0,6857.176813341764,-3331.587522017427,2.0582310289088346,7,2026-05-01;2026-05-15;2026-05-22;2026-05-29;2026-06-05;2026-06-12;2026-06-26
OKTG,OKTA,core_leveraged,-155.91591540863865,27.696371130131798,5.987452995085415,5.595998414568604,12.277607073206987,-684.3710151459354,1106.5223522168703,-676.3992036021716,1099.3850815795076,1.991995,-195.49843903146063,0.0014165337029531481,1099.3850815795076,-676.3992036021716,1.625349461863231,7,2026-03-20;2026-04-17;2026-05-08;2026-05-29;2026-06-05;2026-06-26;2026-07-10
MUU,MU,core_leveraged,-76.22393691557133,43.85010214679966,31.60269095227939,25.328778467113274,78.02049916871472,-1595.4695667854237,3744.1149044440767,-2399.6032232335456,4523.929262165087,1.988241,-191.82062574591959,0.004223423628174937,4523.929262165087,-2399.6032232335456,1.8852822076430371,12,2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-26
ONDG,ONDS,core_leveraged,435.51518264290485,448.54316249757795,52.59894857361965,50.65203609714093,167.48763515159195,-6998.668308191629,14670.624662442075,-7660.993248288771,15302.979572328539,1.997519,-178.56870252978632,0.017139649055303033,15302.979572328539,-7660.993248288771,1.9975190000000003,11,2026-04-10;2026-04-17;2026-05-01;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-05;2026-06-12;2026-06-26;2026-07-10
JOBX,JOBY,core_leveraged,-92.13921769105063,58.24026711013233,6.0778524599655785,5.461124331456465,24.90715946120166,-601.4033466096639,1642.916582406318,-850.425685696403,1939.4322540523344,1.989623,-174.66991613387552,0.0017751781750926048,1939.4322540523344,-850.425685696403,2.2805428936029344,5,2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-06-26
HUTG,HUT,core_leveraged,563.8855188876241,373.49461953709243,82.19666896893914,72.10087179810216,367.619254186003,-6815.245571243367,14043.514993944898,-7255.678816569678,14475.427511639704,1.995048,-167.1325576646343,0.016498546413139664,14475.427511639704,-7255.678816569678,1.9950480000000002,12,2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-08;2026-05-15;2026-05-22;2026-05-29;2026-06-05;2026-06-12;2026-06-26;2026-07-10
UNHG,UNH,core_leveraged,-117.15269011692007,21.595865666052593,7.703604238401031,5.3555701709193615,27.14268849209776,-403.41800958043973,483.90098268039196,-347.50429155526115,444.1595157396591,1.991292,-163.54321020758874,0.0007018381332545639,444.1595157396591,-347.50429155526115,1.2781410950403402,6,2026-03-06;2026-03-27;2026-04-17;2026-04-24;2026-05-08;2026-05-15
AXTU,AXTI,core_leveraged,210.436529012115,40.724026029527465,3.8110987706971993,3.0106955270158484,328.84070469276867,-36105.14624871031,84550.73861698003,-47625.877982230944,95861.03382148856,2.012793,-158.32779846649981,0.09543456382529604,95861.03382148856,-47625.877982230944,2.012793,1,2026-07-10
PYPG,PYPL,core_leveraged,-125.36203376497971,14.98232374374121,4.218682146171085,3.6889823914134423,7.8831682020199985,-663.4294435722528,342.5564935176467,-510.3056692193728,303.384108009177,2.002195,-147.69782595598326,0.0007956995154229434,303.384108009177,-510.3056692193728,0.5945144769276641,4,2026-03-06;2026-04-10;2026-04-24;2026-06-05
QCMU,QCOM,core_leveraged,-117.811155835237,13.154480251914473,6.6941004109058495,5.0958431176267736,11.437128576236098,-476.4948252590819,1255.6562260830783,-659.0402491936982,1430.2367651531194,2.006437,-140.8045073701085,0.0013700705957971362,1430.2367651531194,-659.0402491936982,2.1701812095739834,6,2026-03-06;2026-04-10;2026-04-17;2026-05-08;2026-05-15;2026-06-12
MRAL,MARA,core_leveraged,-24.39547824592973,85.4913345696162,6.817325801280524,5.181394655413513,31.2214541374179,-413.7132963859305,853.9010789682435,-442.84913431179257,882.6213528383869,1.993052,-139.47233580709684,0.0010026384137438859,882.6213528383869,-442.84913431179257,1.9930520000000003,6,2026-04-10;2026-04-17;2026-05-01;2026-05-15;2026-06-26;2026-07-10
PALU,PANW,core_leveraged,-104.575149582898,15.474780861182554,6.188204972735219,4.345106473514262,14.145880578802386,-355.70421315081376,448.5048188801388,-346.3259319235668,442.5437861515155,1.998878,-132.35271252366198,0.0006361010760616609,442.5437861515155,-346.3259319235668,1.2778245732092153,6,2026-03-06;2026-04-10;2026-04-24;2026-05-08;2026-05-15;2026-07-10
ETRL,ETOR,core_leveraged,-69.62114949779432,40.28239614996345,9.226882222391453,6.6117636722277275,23.020643165939113,-474.52520350914114,768.6042175711493,-525.3173148139962,798.0978558892963,1.990786,-130.30907026353316,0.0009832716755693533,798.0978558892963,-525.3173148139962,1.5192681325798028,6,2026-03-06;2026-03-27;2026-04-10;2026-04-17;2026-05-08;2026-05-15
BABX,BABA,core_leveraged,-57.159646167696195,6.774854623188713,11.353913084374357,10.243841563994991,65.78471559212466,-730.5767411129357,1210.3022843218737,-730.1860494375987,1210.0868683618314,1.999406,-128.60914486263022,0.0015351670864311713,1210.0868683618314,-730.1860494375987,1.6572308787518746,12,2026-03-06;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-15;2026-06-05;2026-06-26;2026-07-10
QBTX,QBTS,core_leveraged,898.6889747206085,680.7752331830601,122.31007167649157,83.29683342482714,377.17638380711725,-6295.350594666492,13520.8689602424,-7342.218280215493,14557.034388832682,1.982648,-120.2494040179044,0.01567393311974955,14557.034388832682,-7342.218280215493,1.9826479999999995,12,2026-03-06;2026-03-20;2026-03-27;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-08;2026-05-22;2026-06-05;2026-06-26;2026-07-10
CNCG,CNC,core_leveraged,-34.20884982721553,18.4163188266244,19.714496108968255,17.29183403073534,67.1434717565383,-734.0438640523103,822.0823217408129,-712.9010849545676,810.7664719954136,1.997986,-117.34597833214532,0.0012308411144935213,810.7664719954136,-712.9010849545676,1.1372776519860153,8,2026-03-20;2026-04-10;2026-04-17;2026-04-24;2026-05-01;2026-05-22;2026-06-26;2026-07-10
GLGG,GLXY,core_leveraged,-29.785881240980274,55.13566103390354,4.933021526127732,5.796932443586781,24.26111419435233,-2753.940373449829,6104.733394149984,-3134.120680182616,6504.743436479346,2.002226,-110.0465673866952,0.00700689956418267,6504.743436479346,-3134.120680182616,2.075460424229846,5,2026-05-01;2026-05-15;2026-05-22;2026-06-12;2026-07-10
